"station_ID","Date","TemperatureCAvg","TemperatureCMax","TemperatureCMin","TdAvgC","HrAvg","WindkmhDir","WindkmhInt","WindkmhGust","PresslevHp","Precmm","TotClOct","lowClOct","SunD1h","VisKm","PreselevHp","SnowDepcm"
3590,2023-09-07,21.2,30,14.4,17,78.4,"ENE",8.5,18.5,1018.9,0,0.1,NA,"10.0",18.3,NA,NA
3590,2023-09-06,19.9,27.1,14,14.7,74.1,"ENE",11.1,27.8,1017.9,0,0,NA,"12.0",26.9,NA,NA
3590,2023-09-05,19.2,25.3,14,14.4,75.9,"E",13.7,25.9,1021.7,0,0,NA,"12.3",19.9,NA,NA
3590,2023-09-04,17.3,22.1,11.5,15.2,87.1,"ESE",8.1,18.5,1027,0.2,2.8,6.7,"3.6",9.7,NA,NA
3590,2023-09-03,16.7,21.3,11.5,13.8,84.1,"ENE",11.1,27.8,1024,0,3.1,6.2,"5.3",25.8,NA,NA
3590,2023-09-02,16.8,21,13.8,15.5,91.9,"ENE",10.4,20.4,1013.5,NA,8,8,"1.2",12.9,NA,NA
3590,2023-09-01,15,18.8,6.6,11.6,80.4,"S",8.4,25.9,1009.6,0.8,6.4,7,"7.0",34.2,NA,NA
3590,2023-08-31,12.2,18.7,6.6,9.2,83,"W",12.7,51.9,1008.1,0.6,3,4.8,"8.1",31.3,NA,NA
3590,2023-08-30,14.8,18.7,9.2,10.2,75.9,"WSW",12.1,31.5,1009.3,2,7,8,"1.6",21.4,NA,NA
3590,2023-08-29,14.4,20,8.6,9.9,75.2,"NW",9.7,25.9,1013.7,0,4.8,5.8,"6.7",22.8,NA,NA
3590,2023-08-28,13.9,19.2,8.6,10.4,79.5,"W",13.9,38.9,1010.9,3.2,5.5,6.7,"5.5",28.9,NA,NA
3590,2023-08-27,13.9,20.7,10.2,10.6,82.2,"WSW",12.7,33.4,1008.1,11.4,5.3,6.3,"6.6",35.3,NA,NA
3590,2023-08-26,15.7,20.6,10.8,9.2,67.4,"WSW",11.6,37.1,1008.3,0,5.6,5.8,"7.1",62.5,NA,NA
3590,2023-08-25,18.6,24.3,13,14.3,77.4,"W",12,27.8,1010,2.4,6.5,7,"1.6",47.9,NA,NA
3590,2023-08-24,18.8,25,11.9,13.9,74.1,"SSE",9.8,25.9,1017.9,0,5.2,6.3,"9.7",48.1,NA,NA
3590,2023-08-23,18.1,24.8,11.9,12.8,73.4,"WSW",13.7,37.1,1019.8,0,3.6,5.4,"8.1",54.2,NA,NA
3590,2023-08-22,18.1,24.1,12,14,77.5,"SW",12.7,29.7,1021.3,0,1.9,3.5,"11.9",40.6,NA,NA
3590,2023-08-21,17.9,24.2,12,13.1,75.3,"SW",12.8,40.8,1022.1,0,3.2,6.3,"6.5",45.4,NA,NA
3590,2023-08-20,18.6,24.5,12.3,13.6,75,"SW",17.9,46.3,1016.6,NA,2.4,4.5,"9.9",41.5,NA,NA
3590,2023-08-19,19,21.3,16.3,16.4,85.5,"ESE",14.9,31.5,1012.1,17.6,6.8,7,"1.2",15.8,NA,NA
3590,2023-08-18,17.9,21.3,14,14,78.7,"ENE",17.2,35.2,1019.4,0,5.5,6.2,"10.7",29.5,NA,NA
3590,2023-08-17,18.6,24.2,12.6,13.3,73.3,"E",12,33.4,1021.1,0,1.2,4,"10.5",30.1,NA,NA
3590,2023-08-16,17.7,23.9,10.8,12.5,72.7,"WSW",9.1,31.5,1017.3,0,4.3,6.5,"7.4",50.5,NA,NA
3590,2023-08-15,17.5,23.8,10.8,14.3,82.4,"SSW",16.3,42.6,1010.8,0.2,4.7,6.6,"3.9",40,NA,NA
3590,2023-08-14,17.9,23.4,14.1,12.3,70.9,"SW",17.8,44.5,1012.7,3,7,7.3,"4.1",50.9,NA,NA
3590,2023-08-13,17.9,22,13.6,13.3,74.8,"SW",20.5,46.3,1013.3,0,6.9,6.9,"5.6",35.9,NA,NA
3590,2023-08-12,19.6,25.5,13.6,15.3,77.7,"SW",16.9,38.9,1015.8,0,6.2,6.5,"3.9",41.3,NA,NA
3590,2023-08-11,19.8,25.1,14,14,69.9,"S",14.9,33.4,1018.3,0,1.6,4.9,"13.6",45,NA,NA
3590,2023-08-10,17.4,23.4,8.7,12.1,72.6,"WSW",11.2,35.2,1018.7,0,1.2,4.1,"12.3",50.6,NA,NA
3590,2023-08-09,13.4,18.9,7.9,11,87,"W",12.5,40.8,1014,7.4,5.2,6.5,"2.4",32.1,NA,NA
3590,2023-08-08,14.6,21.5,7,8.7,69.9,"W",14.8,40.8,1016.9,0,4.3,5.5,"7.6",61.2,NA,NA
3590,2023-08-07,12.9,18.8,7,8.8,77.5,"NW",18.9,53.7,1016.7,0,3.9,6.6,"7.5",54.8,NA,NA
3590,2023-08-06,12.6,15.3,10.2,11.4,93.1,"NNW",21.9,50,1007.4,30.8,8,8,"0.0",18.4,NA,NA
3590,2023-08-05,15.3,19.9,12.3,12.9,85.3,"WNW",10.5,33.4,1015.9,4.6,7.5,7.5,"3.1",34.5,NA,NA
3590,2023-08-04,15.9,20.2,13.1,11.6,76.8,"NNW",14.9,38.9,1008.7,NA,6.8,6.8,"4.4",52.1,NA,NA
3590,2023-08-03,16.3,21.1,13.6,14.4,89.3,"W",21.1,50,988.9,NA,7.9,7.9,"1.9",40,NA,NA
3590,2023-08-02,17.1,19.9,12.4,11.9,72.5,"WSW",18,48.2,997.8,5,7.5,7.5,"3.7",46.3,NA,NA
3590,2023-08-01,16.5,19.6,12.4,13.4,83,"WSW",20.1,46.3,1001.1,1.2,6.5,6.5,"0.5",43.8,NA,NA
3590,2023-07-31,17.1,21.8,13.4,13.6,81.4,"WSW",23.9,50,1008.3,4.4,7.9,7.9,"2.4",38.2,NA,NA
3590,2023-07-30,17.7,23.9,13.4,10.7,65.3,"WSW",21.2,53.7,1006.2,0,4.2,5.4,"7.9",61.9,NA,NA
3590,2023-07-29,18,22,14.9,14.3,79.4,"SW",13.4,27.8,1005.3,0.6,7.5,7.5,"0.8",68.1,NA,NA
3590,2023-07-28,18.8,23.2,13.9,16.6,87.1,"WSW",17.8,40.8,1002.7,NA,7.1,7.1,"2.2",57.5,NA,NA
3590,2023-07-27,16.9,22.3,6.7,10.8,70.6,"SW",16.9,42.6,1008.3,17.6,5.8,6.7,"9.4",34.9,NA,NA
3590,2023-07-26,13.8,19.9,6.7,8.1,70.1,"WNW",12,31.5,1010.9,0,5.1,7.2,"2.9",52.5,NA,NA
3590,2023-07-25,13.2,18.5,9.2,10.3,84,"N",13,40.8,1007.2,NA,6.1,7.3,"0.8",23.7,NA,NA
3590,2023-07-24,18.2,23.7,13,13.9,77.8,"WSW",19.7,50,1002.1,NA,6,6.5,"5.2",45,NA,NA
3590,2023-07-23,15.4,19.3,12.3,13.2,87.5,"SSW",24.2,46.3,1006.5,10.8,8,8,"0.2",20.3,NA,NA
3590,2023-07-22,15.1,19.4,9.8,10,72.2,"W",15,38.9,1012.9,0,6.7,7.3,"5.9",47,NA,NA
3590,2023-07-21,15.3,20.7,9.5,10.9,76.5,"W",9,31.5,1014.1,2.2,6.8,7.8,"3.8",47.2,NA,NA
3590,2023-07-20,15.3,23,9.5,12.2,83.1,"WNW",11,37.1,1015.1,4,6,6.3,"3.6",47.5,NA,NA
3590,2023-07-19,17.2,22,10.6,11.6,71.3,"SW",9,25.9,1015.8,0.2,7,7.3,"4.6",49.4,NA,NA
3590,2023-07-18,16.7,23.4,10.6,9.7,65.4,"WSW",16.1,48.2,1018.2,0,4,4.8,"9.6",42.9,NA,NA
3590,2023-07-17,16.1,21.9,11.3,10.3,71,"SW",23,55.6,1011.1,0.2,5.1,6.5,"5.2",36.2,NA,NA
3590,2023-07-16,17.8,22,13.9,11.4,67.1,"SSW",33.4,72.3,1001.1,0,7.1,7.1,"7.0",33.2,NA,NA
3590,2023-07-15,16.3,18.5,12.3,14.2,87.4,"SSE",16.4,37.1,1004.9,11,6.9,6.9,"0.4",21.5,NA,NA
3590,2023-07-14,16.8,22.3,10.8,11.8,73.2,"SW",14.7,38.9,1015.2,1,5.9,6.4,"6.8",29.4,NA,NA
3590,2023-07-13,16.5,22.4,10.8,11,71.3,"WSW",19.7,53.7,1011.8,0,5.2,6.2,"9.2",42.2,NA,NA
3590,2023-07-12,18.2,24.4,12.6,12.5,71.7,"SW",18.8,46.3,1008.3,0,4.9,6.2,"4.6",39,NA,NA
3590,2023-07-11,19.8,24.5,12.4,11.9,60.9,"SSW",19.7,44.5,1015.9,0,4.8,5.7,"10.1",40,NA,NA
3590,2023-07-10,17.6,20.9,12.4,13.4,77,"SSW",12.5,29.7,1019.4,0.2,3.4,5.1,"3.5",23.8,NA,NA
3590,2023-07-09,21.8,27.8,14.4,15.4,69.1,"ESE",11.3,29.7,1016.1,0,3.2,4.1,"7.2",22.9,NA,NA
3590,2023-07-08,21.2,26.5,12.8,11.7,55.9,"ESE",16,38.9,1015.5,0,0,NA,"15.1",31.2,NA,NA
3590,2023-07-07,16.5,21.4,8.6,9.5,64,"SSW",13.6,37.1,1016.1,0,2.5,5.5,"9.2",45.7,NA,NA
3590,2023-07-06,14,19.6,8.6,9.3,74.5,"W",17.8,44.5,1012.1,NA,3.9,6.3,"7.5",46.2,NA,NA
3590,2023-07-05,13.8,18.3,10.6,10.3,81.4,"W",15.8,38.9,1007.6,22,7.2,7.2,"0.7",25.6,NA,NA
3590,2023-07-04,14.7,19.7,8.3,8.8,69,"WSW",23.5,61.2,1009.4,1.4,6.4,6.7,"6.2",41.5,NA,NA
3590,2023-07-03,14.7,19.6,8.3,7,62.2,"W",19.6,48.2,1010.1,0,4.4,6.6,"6.0",36.4,NA,NA
3590,2023-07-02,15.8,22.4,8.3,10,70.4,"W",19.9,46.3,1006.6,0.2,5.6,7.1,"2.4",39.9,NA,NA
3590,2023-07-01,16.8,19.9,10.7,12.8,78.6,"SW",18.9,44.5,1007.5,1.4,7.1,7.8,"3.9",28.6,NA,NA
3590,2023-06-30,16,21.3,10.7,11.3,76.2,"NNW",11.2,31.5,1015.4,NA,4.7,5.1,"6.2",36.2,NA,NA
3590,2023-06-29,19.9,23.3,14.9,15.9,78.4,"WSW",11.4,25.9,1015.4,3.2,7.4,7.4,"0.2",23.3,NA,NA
3590,2023-06-28,18.5,21.9,10.4,12.1,66.9,"WSW",13.4,29.7,1018.8,0,7.6,7.6,"1.0",36.2,NA,NA
3590,2023-06-27,16.9,23.8,10.4,8.1,58.1,"W",17,40.8,1019.8,0,3.5,4.4,"10.4",50.2,NA,NA
3590,2023-06-26,21.9,29.6,11.6,13.3,60.5,"SSW",20.3,48.2,1013.5,0,0.4,1.8,"15.0",40.8,NA,NA
3590,2023-06-25,21.2,26.1,14,15.5,70.6,"S",11,25.9,1020.8,0,4.8,7.7,"6.5",41.9,NA,NA
3590,2023-06-24,20.4,26.6,14,12.7,63.6,"WSW",11.2,29.7,1023.2,0,1.7,3.2,"11.4",45.2,NA,NA
3590,2023-06-23,19.3,26.3,13.9,13.5,70.1,"ENE",8.7,44.5,1019.8,0,2,4.1,"9.1",43.5,NA,NA
3590,2023-06-22,19.5,26.3,13.4,13.4,69.7,"SW",11.4,40.8,1016.9,0,2.5,4.3,"9.9",40.9,NA,NA
3590,2023-06-21,18.1,23.9,13.4,15.2,84.5,"SSW",14.1,38.9,1009.1,4.2,3.8,6.1,"2.4",26.4,NA,NA
